epoch,reward,mean_vloss
0,-1752.25,4.409692764282227
1,-1685.25,4.387434482574463
2,-1692.75,4.410772800445557
3,-1727.25,4.371664524078369
4,-1670.5,4.363604545593262
5,-1588.5,4.305722236633301
6,-1769.25,4.294649124145508
7,-1566.25,4.259878635406494
8,-1655.0,4.240958213806152
9,-1759.5,4.2491044998168945
10,-1622.75,4.192122936248779
11,-1636.5,4.158511161804199
12,-1749.0,4.103268146514893
13,-1797.25,4.136439323425293
14,-1695.5,4.078126907348633
15,-1580.5,4.020438194274902
16,-1764.75,4.0912981033325195
17,-1669.75,4.004035472869873
18,-1499.5,3.9566540718078613
19,-1645.75,3.9466161727905273
20,-1682.75,3.9608635902404785
21,-1598.0,3.882018804550171
22,-1628.25,3.906690835952759
23,-1610.0,3.8767714500427246
24,-1850.5,3.851696729660034
25,-1691.75,3.8369698524475098
26,-1612.0,3.7939019203186035
27,-1757.0,3.786332130432129
28,-1711.75,3.7730884552001953
29,-1737.75,3.707394599914551
30,-1648.75,3.679739236831665
31,-1662.75,3.657353401184082
32,-1629.25,3.6957085132598877
33,-1719.75,3.63970947265625
34,-1679.5,3.580805540084839
35,-1695.25,3.5838427543640137
36,-1701.0,3.539829969406128
37,-1719.25,3.5914759635925293
38,-1672.5,3.5167763233184814
39,-1608.5,3.4605603218078613
40,-1728.25,3.4655792713165283
41,-1685.75,3.477301597595215
42,-1629.0,3.3973779678344727
43,-1665.5,3.4522361755371094
44,-1719.75,3.387772560119629
45,-1636.5,3.3996400833129883
46,-1641.5,3.3997907638549805
47,-1740.25,3.346020460128784
48,-1590.25,3.3135385513305664
49,-1648.0,3.2807483673095703
50,-1777.25,3.2559986114501953
51,-1654.75,3.27437162399292
52,-1742.5,3.265542984008789
53,-1686.0,3.2461953163146973
54,-1766.25,3.224274158477783
55,-1687.0,3.173196792602539
56,-1699.25,3.180581569671631
57,-1665.0,3.2082951068878174
58,-1714.0,3.152164936065674
59,-1614.75,3.1159863471984863
60,-1702.5,3.0543220043182373
61,-1600.75,3.095014810562134
62,-1671.75,3.0678019523620605
63,-1720.5,3.0326154232025146
64,-1688.75,3.045250177383423
65,-1625.5,2.964698553085327
66,-1711.0,2.961594581604004
67,-1688.25,2.9843759536743164
68,-1631.5,2.9524474143981934
69,-1720.75,2.9016213417053223
70,-1686.5,2.9397358894348145
71,-1655.5,2.850219249725342
72,-1672.0,2.8632822036743164
73,-1664.75,2.8711419105529785
74,-1703.0,2.8377304077148438
75,-1621.5,2.8083770275115967
76,-1768.75,2.813455581665039
77,-1644.0,2.791996479034424
78,-1695.25,2.7714297771453857
79,-1582.25,2.779289722442627
80,-1762.25,2.7542264461517334
81,-1792.0,2.7096734046936035
82,-1803.25,2.7341604232788086
83,-1726.25,2.750624179840088
84,-1656.0,2.6993472576141357
85,-1714.75,2.7027134895324707
86,-1699.25,2.639756441116333
87,-1705.5,2.6481165885925293
88,-1647.75,2.660006046295166
89,-1698.5,2.6914095878601074
90,-1662.75,2.589560031890869
91,-1730.5,2.643831968307495
92,-1799.25,2.547329902648926
93,-1645.75,2.522444248199463
94,-1725.0,2.4880034923553467
95,-1650.75,2.510735034942627
96,-1663.5,2.495276927947998
97,-1638.75,2.5433170795440674
98,-1753.25,2.467120885848999
99,-1601.75,2.389862060546875
100,-1820.25,2.462829828262329
101,-1687.0,2.451862335205078
102,-1705.5,2.4503254890441895
103,-1661.0,2.4422481060028076
104,-1765.5,2.4144768714904785
105,-1618.25,2.397878885269165
106,-1722.5,2.2817704677581787
107,-1671.0,2.30068302154541
108,-1677.25,2.331160068511963
109,-1648.0,2.3651516437530518
110,-1737.75,2.3278493881225586
111,-1656.5,2.3361589908599854
112,-1572.5,2.3205037117004395
113,-1735.75,2.3009324073791504
114,-1601.25,2.303652286529541
115,-1668.5,2.2575583457946777
