epoch,reward,mean_vloss
161,-637.0,2.0059258937835693
162,-581.0,2.125457763671875
163,-639.25,1.966636061668396
164,-613.5,2.0673694610595703
165,-631.75,2.0264368057250977
166,-665.75,2.045869827270508
167,-633.5,2.1360645294189453
168,-667.5,1.9542533159255981
169,-574.25,2.1431753635406494
170,-655.25,2.058199882507324
171,-629.0,1.9545453786849976
172,-579.75,1.9071112871170044
173,-557.0,2.064685821533203
174,-564.0,1.960390329360962
175,-650.5,2.0033912658691406
176,-618.25,2.055690288543701
177,-663.75,1.9140589237213135
178,-575.75,2.1017706394195557
179,-595.25,2.0239028930664062
180,-648.75,2.0536961555480957
181,-605.75,1.953932762145996
182,-682.0,1.8774830102920532
183,-672.75,1.8867512941360474
184,-587.5,1.8130218982696533
185,-695.0,1.8396177291870117
186,-626.75,2.0683250427246094
187,-600.5,1.850885272026062
188,-669.25,1.7799031734466553
189,-721.25,2.0430917739868164
190,-696.0,2.007955551147461
191,-663.75,1.8910627365112305
192,-677.25,1.764172077178955
193,-702.0,1.8534786701202393
194,-689.75,1.7896159887313843
195,-618.5,1.8928476572036743
196,-607.75,1.7898211479187012
197,-653.0,1.742232084274292
198,-636.0,1.9144327640533447
199,-646.5,1.7264810800552368
200,-635.25,1.8294142484664917
201,-762.75,1.785456657409668
202,-674.75,1.7507225275039673
203,-599.75,1.7948060035705566
204,-641.0,1.6880756616592407
205,-625.75,1.8737125396728516
206,-631.25,1.7816073894500732
207,-615.5,1.8079432249069214
208,-568.25,1.8383805751800537
209,-620.25,1.8778709173202515
210,-653.25,1.6523103713989258
211,-648.25,1.6435809135437012
212,-594.75,1.694425344467163
213,-675.5,1.5881853103637695
214,-656.75,1.593881607055664
215,-601.75,1.7436155080795288
216,-681.75,1.8868588209152222
217,-635.25,1.7905641794204712
218,-583.25,1.5688202381134033
219,-558.5,1.6064767837524414
220,-701.0,1.7251026630401611
221,-694.5,1.5289456844329834
222,-675.5,1.7969379425048828
223,-620.25,1.874536395072937
224,-559.25,1.7278460264205933
225,-635.25,1.6455714702606201
226,-604.25,1.8876967430114746
227,-641.25,1.5303280353546143
228,-684.75,1.6702004671096802
229,-587.25,1.5444380044937134
230,-650.25,1.9403471946716309
231,-646.5,1.6542547941207886
232,-690.0,1.5644675493240356
233,-620.5,1.61106538772583
234,-688.0,1.5966217517852783
235,-552.75,1.9362910985946655
236,-652.0,1.9802536964416504
237,-591.25,1.5484373569488525
238,-613.25,1.5813556909561157
239,-648.25,1.7795238494873047
240,-689.25,1.5375311374664307
241,-649.0,1.4984703063964844
242,-614.25,1.7817914485931396
243,-660.25,1.4813679456710815
244,-685.25,1.508305311203003
245,-687.0,1.7243876457214355
246,-753.75,1.4977169036865234
247,-627.25,1.5327709913253784
248,-625.0,1.793841004371643
249,-586.0,1.521225929260254
250,-643.0,1.555968999862671
251,-657.75,1.476946473121643
252,-638.25,1.7191884517669678
253,-664.0,1.4116811752319336
254,-659.0,1.5311516523361206
255,-628.75,1.5216587781906128
256,-577.0,1.5401650667190552
257,-607.25,1.458742380142212
258,-559.5,1.4918233156204224
259,-617.25,1.5973166227340698
260,-633.5,1.4846665859222412
261,-591.25,1.429734706878662
262,-633.5,1.535958170890808
263,-687.25,1.349708080291748
264,-625.25,1.3546620607376099
265,-631.0,1.6536719799041748
266,-668.75,1.6507856845855713
267,-636.5,1.6576789617538452
268,-706.0,1.296401023864746
269,-568.25,1.4878586530685425
270,-691.0,1.2340707778930664
271,-527.75,1.2578561305999756
272,-568.75,1.3314558267593384
273,-597.25,1.4681406021118164
274,-584.0,1.3798588514328003
275,-624.75,1.254258394241333
276,-596.75,1.4779133796691895
277,-552.25,1.5539886951446533
278,-611.5,1.1490907669067383
279,-561.75,1.5239895582199097
280,-629.75,1.2636492252349854
281,-582.5,1.2653648853302002
282,-642.0,1.573865294456482
283,-664.75,1.4386478662490845
284,-643.0,1.472115159034729
285,-735.25,1.489054799079895
286,-576.75,1.5241209268569946
287,-598.0,1.1567847728729248
288,-654.5,1.2255040407180786
289,-647.75,1.412209391593933
290,-702.25,1.2586947679519653
291,-701.75,1.6830649375915527
292,-665.25,1.1799448728561401
293,-614.25,1.4454017877578735
294,-669.75,1.1201481819152832
295,-608.25,1.1800053119659424
296,-652.75,1.445371150970459
297,-632.0,1.2867666482925415
298,-628.5,1.2788958549499512
299,-692.25,1.2103602886199951
300,-586.0,1.5143182277679443
301,-597.25,1.2595380544662476
302,-637.25,1.157593011856079
303,-613.0,1.4608616828918457
304,-605.5,1.192814588546753
305,-564.5,1.3215231895446777
306,-552.75,1.308807134628296
307,-610.0,1.1806001663208008
308,-597.5,1.296479344367981
309,-646.75,1.2812552452087402
310,-575.5,1.1569064855575562
311,-642.5,1.4752460718154907
312,-660.0,1.1968632936477661
313,-606.0,1.011090636253357
314,-659.0,1.0261404514312744
315,-565.75,1.5429983139038086
316,-611.25,1.386890172958374
317,-692.0,1.0655434131622314
318,-655.5,1.3626753091812134
319,-589.0,1.1103897094726562
320,-611.0,1.043243646621704
321,-636.75,1.3859574794769287
322,-656.5,1.1518975496292114
323,-664.0,1.2380956411361694
324,-698.25,1.0851274728775024
325,-641.25,1.4122451543807983
326,-582.0,1.223984718322754
327,-649.5,1.1801016330718994
328,-684.75,1.2618720531463623
329,-546.25,1.783428430557251
330,-602.5,1.210944652557373
331,-660.5,1.17230224609375
332,-634.25,1.359515905380249
333,-619.25,1.0506447553634644
334,-577.25,0.8643220663070679
335,-648.0,1.044581413269043
336,-613.0,1.2074689865112305
337,-681.5,1.614408016204834
338,-625.25,1.106058955192566
339,-674.0,0.8616844415664673
340,-601.25,1.1718695163726807
341,-596.5,1.2466166019439697
342,-594.5,1.1687922477722168
343,-628.25,1.1328970193862915
344,-581.0,1.1980928182601929
345,-637.25,0.9792705774307251
346,-595.75,1.0062541961669922
347,-632.25,1.0651570558547974
348,-570.0,0.9870480895042419
349,-650.5,1.0842761993408203
350,-603.5,1.0314481258392334
351,-620.75,1.1265299320220947
352,-649.5,1.0209133625030518
353,-611.25,1.082566738128662
354,-636.75,1.3117634057998657
355,-699.25,1.009111762046814
356,-609.0,1.0922844409942627
357,-660.75,1.3138331174850464
358,-655.75,1.5292869806289673
359,-626.25,1.2253758907318115
360,-616.75,1.053135871887207
361,-630.25,1.1822854280471802
362,-636.5,1.0413025617599487
363,-653.25,1.1182668209075928
364,-680.5,0.9010607600212097
365,-583.0,1.487459421157837
366,-674.0,0.9822679162025452
367,-637.25,1.0758087635040283
368,-622.25,0.9893853068351746
369,-566.25,1.1906346082687378
370,-584.75,1.0478507280349731
371,-714.75,1.2357650995254517
372,-612.5,1.2487443685531616
373,-606.0,0.9073620438575745
374,-659.5,0.9276642799377441
375,-641.25,1.0387611389160156
376,-573.5,0.8287805318832397
377,-664.25,0.9936937093734741
378,-633.5,0.8743565082550049
379,-631.0,1.3184373378753662
380,-655.0,0.9732121825218201
381,-654.0,1.1142195463180542
382,-643.75,0.9501129984855652
383,-662.5,0.7696439623832703
384,-666.5,0.9864091873168945
385,-664.0,0.8800994157791138
386,-621.25,0.9742633104324341
387,-650.5,1.1004838943481445
388,-661.0,1.0223944187164307
389,-617.0,1.1196727752685547
390,-624.75,0.8737087845802307
391,-602.25,1.3199466466903687
392,-638.25,1.04227876663208
393,-705.5,1.217721700668335
394,-625.0,1.0591764450073242
395,-625.75,0.9269030690193176
396,-598.5,1.0356714725494385
397,-597.5,0.9613690376281738
398,-654.5,1.0471622943878174
399,-701.75,0.6815913319587708
400,-647.5,1.013330101966858
401,-593.5,0.7736523151397705
402,-619.0,0.9345943927764893
403,-629.25,0.9568098783493042
404,-612.75,0.7530581951141357
405,-612.75,1.0439236164093018
406,-662.25,0.835188627243042
407,-596.25,1.122694492340088
408,-623.25,0.8211404085159302
409,-658.0,0.8232786655426025
410,-618.75,0.8645845651626587
411,-599.25,0.666893720626831
412,-609.0,0.9432092905044556
413,-641.75,1.0092264413833618
414,-631.5,0.8692802786827087
415,-727.75,1.0495469570159912
416,-640.75,0.7112054824829102
417,-589.5,1.1852957010269165
418,-714.75,0.8074787259101868
419,-675.5,0.7232885956764221
420,-659.75,0.7442725896835327
421,-631.75,0.935267448425293
422,-623.5,0.7892448902130127
423,-584.75,0.8256809711456299
424,-622.0,0.6848993897438049
425,-631.5,1.1688240766525269
426,-675.0,0.8668057918548584
427,-661.25,0.7830846905708313
428,-608.0,0.9230729341506958
429,-699.75,1.1295808553695679
430,-610.5,0.8559238910675049
431,-637.75,0.931932806968689
432,-631.5,0.7779850363731384
433,-622.5,0.8214526176452637
434,-687.75,0.8052197098731995
435,-665.25,0.9991416931152344
436,-664.0,1.0053691864013672
437,-623.5,0.705612063407898
438,-597.5,1.026923656463623
439,-585.25,1.0136117935180664
440,-737.75,0.950428307056427
441,-621.5,0.9801942110061646
442,-560.25,0.8166258931159973
443,-611.75,0.8231898546218872
444,-644.5,0.8556387424468994
445,-686.0,0.9934921264648438
446,-593.0,0.7741273045539856
447,-661.75,0.6889640092849731
448,-547.5,1.087041974067688
449,-613.0,0.9344505071640015
450,-703.25,0.8709951639175415
451,-696.0,0.6257203817367554
452,-670.25,1.005202293395996
453,-632.25,1.083924412727356
454,-589.75,0.7549681663513184
455,-706.0,0.8556948304176331
456,-615.0,1.0998833179473877
457,-590.0,0.834149956703186
458,-609.5,0.782975435256958
459,-602.0,0.8114442825317383
460,-620.5,0.7155117988586426
461,-671.75,0.9381618499755859
462,-607.0,0.6146854758262634
463,-612.0,0.564080536365509
464,-727.75,0.8755851984024048
465,-724.5,0.8537111282348633
466,-610.5,0.8144047856330872
467,-642.25,0.5444523096084595
468,-704.25,0.8563086986541748
469,-578.75,0.6832558512687683
470,-609.75,1.0038877725601196
471,-580.5,0.5629802942276001
472,-723.0,0.8196028470993042
473,-591.75,0.7609810829162598
474,-670.0,0.9311656951904297
475,-770.0,0.6773350238800049
476,-597.25,0.806731104850769
477,-587.25,0.9808366298675537
478,-665.75,0.905474066734314
479,-753.5,0.8810735940933228
480,-631.0,0.7930154204368591
481,-545.5,0.7222206592559814
482,-602.5,0.8222758173942566
483,-607.25,0.8897818326950073
484,-621.75,1.0325098037719727
485,-603.75,1.5957865715026855
486,-645.25,0.7212948799133301
487,-652.25,0.6649486422538757
488,-613.0,0.9720381498336792
489,-576.5,0.9269496202468872
490,-628.5,0.8308056592941284
491,-570.75,0.9977425932884216
492,-678.0,0.9085506200790405
493,-674.5,0.622123122215271
494,-593.0,0.6131826639175415
495,-562.5,0.7045168876647949
496,-616.25,0.6721106767654419
497,-679.0,0.6801863312721252
498,-615.75,1.3234891891479492
499,-724.25,0.7945215106010437
500,-558.0,0.7037740349769592
501,-590.25,0.5695264935493469
502,-681.25,0.4597027599811554
503,-661.25,1.168885588645935
504,-634.5,1.1170703172683716
505,-720.5,1.0722769498825073
506,-572.75,0.6406354308128357
507,-673.75,0.5978748798370361
508,-700.25,0.8087236881256104
509,-640.75,0.8050302267074585
510,-626.0,0.8307254314422607
511,-609.0,0.6239453554153442
512,-679.0,0.5922921895980835
513,-632.25,0.6369295120239258
514,-695.25,0.9309298992156982
515,-576.75,0.921109676361084
516,-689.25,0.8331061005592346
517,-660.0,0.8173768520355225
518,-647.75,1.089078426361084
519,-623.75,0.9339150190353394
520,-572.25,0.7957333326339722
521,-661.5,0.5937398672103882
522,-623.75,0.6616699695587158
523,-614.5,1.110093116760254
524,-576.75,0.8157001733779907
525,-602.25,0.9642758965492249
526,-613.5,0.7825804948806763
527,-648.75,0.8569955825805664
528,-682.5,0.6073582172393799
529,-589.0,0.9683409929275513
530,-656.75,0.6348606944084167
531,-640.0,1.0063979625701904
532,-605.25,0.43633854389190674
533,-601.25,0.5492740273475647
534,-650.5,0.6176955103874207
535,-642.5,0.7805202603340149
536,-644.0,0.522599995136261
537,-611.5,0.9041978120803833
538,-698.75,0.6415889263153076
539,-614.5,0.6950164437294006
540,-595.25,1.0411522388458252
541,-590.5,0.5767872333526611
542,-663.75,1.0384325981140137
543,-596.5,0.9272204041481018
544,-650.5,0.7968434691429138
545,-652.25,0.7281343936920166
546,-625.0,0.8518177270889282
547,-667.0,0.8933416604995728
548,-603.25,0.6622486114501953
549,-684.5,0.5553277134895325
550,-638.0,0.91840660572052
551,-658.75,0.7873942255973816
552,-599.0,0.5331211686134338
553,-614.75,0.9201412796974182
554,-546.5,0.7712478637695312
555,-648.75,1.0272060632705688
556,-616.75,0.45610395073890686
557,-542.5,0.5215922594070435
558,-623.75,0.9964652061462402
559,-675.25,0.7026119828224182
560,-699.5,0.6027491092681885
561,-608.25,0.583980143070221
562,-619.25,0.6875327229499817
563,-604.0,0.7624186873435974
564,-690.5,0.7391335368156433
565,-636.0,0.5153301954269409
566,-600.75,0.5644347667694092
567,-611.75,0.6000626683235168
568,-698.5,0.5343620777130127
569,-669.5,0.7508269548416138
570,-627.75,0.5555934906005859
571,-601.5,0.5303292274475098
572,-587.25,0.7039152979850769
573,-651.75,0.9123128056526184
574,-553.75,0.7550545930862427
575,-633.0,0.811420738697052
576,-747.5,0.7615013122558594
577,-667.5,0.8452997207641602
578,-689.5,0.6226218342781067
579,-586.75,0.6538827419281006
580,-599.25,0.6458683013916016
581,-606.75,1.0814893245697021
582,-636.25,0.6754604578018188
583,-551.5,0.7955463528633118
584,-689.0,0.7225769758224487
585,-651.0,0.8626147508621216
586,-582.0,0.9718928337097168
587,-606.25,0.6531714797019958
588,-581.75,0.6812355518341064
589,-604.0,0.8294320106506348
590,-617.75,0.7848622798919678
591,-632.25,0.7588584423065186
592,-656.0,0.4610415995121002
593,-700.75,0.7259353399276733
594,-589.0,0.6757095456123352
595,-621.0,1.2134133577346802
596,-640.0,0.6319579482078552
597,-641.0,0.7132773399353027
598,-569.75,0.6605303287506104
599,-596.0,0.6649715304374695
600,-620.75,0.9108113050460815
601,-677.25,0.6757055521011353
602,-581.5,0.4438178539276123
603,-680.5,0.5819131135940552
604,-614.25,0.47431641817092896
605,-660.25,0.7284936904907227
606,-635.0,0.4833908975124359
607,-623.0,0.5580154657363892
608,-605.25,0.7367681860923767
609,-668.5,0.6134358048439026
610,-572.75,0.9333537220954895
611,-638.25,0.9226847887039185
612,-692.5,0.6816706657409668
613,-736.0,0.813330352306366
614,-628.0,0.6854567527770996
615,-685.25,0.7973893880844116
616,-543.0,0.5667402744293213
617,-652.75,0.6587066650390625
618,-711.0,0.7169536352157593
619,-616.5,0.6982799172401428
620,-635.5,0.524103581905365
621,-536.75,0.9290304780006409
622,-584.75,0.47431516647338867
623,-639.75,0.7075419425964355
624,-585.75,1.2700575590133667
625,-647.25,0.5762326121330261
626,-587.0,0.5615198612213135
627,-655.0,0.6839956045150757
628,-715.0,1.0366640090942383
629,-697.25,0.5620483756065369
630,-593.25,0.7730215191841125
631,-617.25,0.694887638092041
632,-584.0,0.5658504962921143
633,-631.0,1.0140576362609863
634,-626.5,0.7667778134346008
635,-564.25,1.0368916988372803
636,-593.0,0.6970508098602295
637,-630.5,0.5138382911682129
638,-593.75,0.8506104350090027
639,-665.5,0.4828188717365265
640,-649.5,0.9085401892662048
641,-555.75,0.7964197397232056
642,-645.5,0.43265509605407715
643,-586.75,0.4838046133518219
644,-634.75,0.8075301647186279
645,-612.5,0.5345135927200317
646,-663.25,0.43443915247917175
647,-615.25,0.939224123954773
648,-599.75,0.4340640604496002
649,-528.5,0.6491044759750366
650,-642.25,0.7956543564796448
651,-632.25,1.0363317728042603
652,-626.75,0.662270188331604
653,-717.0,0.5625895857810974
654,-626.25,0.7389723062515259
655,-600.25,0.7649253606796265
656,-655.5,0.9257242679595947
657,-646.0,0.8031034469604492
658,-663.75,0.5609584450721741
659,-571.75,0.8716381788253784
660,-640.5,0.4151381552219391
661,-748.25,0.5408019423484802
662,-688.75,0.583174467086792
663,-562.5,0.6722464561462402
664,-585.75,1.2371923923492432
665,-625.0,0.5324534177780151
666,-622.5,0.4175272583961487
667,-630.75,0.7950489521026611
668,-652.5,0.4394705891609192
669,-644.0,0.43345367908477783
670,-559.0,0.6083543300628662
671,-603.5,0.5249775648117065
672,-647.25,0.8086507320404053
673,-654.0,0.7756833434104919
674,-590.75,0.8024517893791199
675,-552.75,1.1586148738861084
676,-673.5,0.6851274371147156
677,-605.75,0.39423245191574097
678,-654.25,0.9263039231300354
679,-632.25,0.6982939839363098
680,-659.25,0.9374533891677856
681,-625.25,1.0049998760223389
682,-634.5,0.9801580905914307
683,-575.0,0.8723666071891785
684,-596.5,0.8849264979362488
685,-680.25,1.1794171333312988
686,-662.5,0.8165967464447021
687,-649.25,0.35461825132369995
688,-636.25,0.6381050944328308
689,-658.25,0.8266231417655945
690,-599.0,1.1139540672302246
691,-602.25,0.6015933156013489
692,-660.25,0.913158655166626
693,-565.75,0.7431063652038574
694,-583.5,0.55345219373703
695,-605.0,0.43791091442108154
696,-615.5,0.9970877170562744
697,-651.25,0.8736737370491028
698,-612.5,0.7386459112167358
699,-616.75,1.1012541055679321
700,-555.75,0.6384974718093872
701,-585.25,1.038894772529602
702,-686.5,0.5577213764190674
703,-610.5,0.627009391784668
704,-568.25,0.383314311504364
705,-568.5,0.42880409955978394
706,-527.25,0.6127335429191589
707,-562.25,0.7663825154304504
708,-656.25,0.975430965423584
709,-598.5,1.0736507177352905
710,-636.75,0.8468059301376343
711,-607.5,0.6873615384101868
712,-630.75,0.38190269470214844
713,-651.25,0.6643474698066711
714,-646.5,1.2604625225067139
715,-583.5,0.6597148180007935
716,-619.0,0.6812623739242554
717,-604.0,0.5808603167533875
718,-632.5,0.843819260597229
719,-687.25,0.6091302633285522
720,-640.25,0.5723466873168945
721,-628.25,0.6281917095184326
722,-622.75,0.4072340726852417
723,-695.25,0.3709012567996979
724,-666.75,0.9426711797714233
725,-620.25,0.8330298662185669
726,-621.0,0.6389807462692261
727,-729.0,0.5697765350341797
728,-617.5,0.7175416946411133
729,-651.75,0.579242467880249
730,-728.5,0.6192656755447388
731,-609.75,0.34357041120529175
732,-684.5,0.42248696088790894
733,-566.25,0.4591566324234009
734,-612.25,0.6366325616836548
735,-708.0,0.6444604396820068
736,-631.25,0.7671396732330322
737,-693.25,0.6874427795410156
738,-622.25,0.9992033243179321
739,-645.75,0.7296029925346375
740,-647.25,0.9368380904197693
741,-600.25,0.7629225254058838
742,-658.5,0.6332990527153015
743,-569.0,0.6654296517372131
744,-591.0,0.42845991253852844
745,-631.75,0.5112022161483765
746,-584.5,0.9405041337013245
747,-596.5,0.5877838730812073
748,-647.25,0.6360739469528198
749,-650.75,0.6936707496643066
750,-708.25,0.6472656726837158
751,-552.5,0.9113547801971436
752,-629.75,1.130442500114441
753,-555.75,0.4707949757575989
754,-633.75,0.47002094984054565
755,-599.0,0.8602719902992249
756,-626.0,0.46789562702178955
757,-633.25,0.587309718132019
758,-610.0,0.7896818518638611
759,-602.5,0.9141069054603577
760,-672.25,0.5158368945121765
761,-615.0,0.8439755439758301
762,-642.75,0.47271326184272766
763,-592.0,0.5163598656654358
764,-615.0,1.187697410583496
765,-589.25,0.7616500854492188
766,-645.0,0.5170641541481018
767,-605.5,0.5953740477561951
768,-696.0,0.4526226818561554
769,-594.25,0.9403387904167175
770,-649.25,0.3979310393333435
771,-644.75,0.5068715214729309
772,-662.5,0.5945786237716675
773,-565.0,1.3510605096817017
774,-650.75,0.6259523630142212
775,-599.0,0.6564942598342896
776,-616.75,0.5286621451377869
777,-682.75,0.7746574878692627
778,-581.75,0.6505159139633179
779,-603.75,0.6297034025192261
780,-623.0,0.8563446402549744
781,-618.75,0.620349645614624
782,-712.75,0.9099482893943787
783,-624.25,0.832791805267334
784,-632.25,0.836411714553833
785,-594.5,0.46602845191955566
786,-671.75,0.5598018765449524
787,-636.75,0.6787813901901245
788,-655.0,1.0991724729537964
789,-622.25,0.760940670967102
790,-596.0,0.676480770111084
791,-688.0,0.5275763273239136
792,-573.0,0.7520753741264343
793,-559.75,0.9041165113449097
794,-597.25,0.8625002503395081
795,-608.25,0.5003684759140015
796,-596.25,0.8864902853965759
797,-616.5,0.8409189581871033
798,-622.75,0.7640105485916138
799,-594.75,0.7911500930786133
800,-689.75,0.37951236963272095
801,-687.75,0.774545431137085
802,-610.25,0.44551771879196167
803,-624.5,0.6764994859695435
804,-633.5,0.692881166934967
805,-620.25,0.6991456747055054
806,-669.0,0.36675456166267395
807,-599.75,0.783861517906189
808,-613.75,0.7092979550361633
809,-578.0,0.45685654878616333
810,-581.25,0.3839864134788513
811,-630.75,1.1354551315307617
812,-579.5,0.6903350353240967
813,-599.75,0.7482656836509705
814,-687.5,0.6570197343826294
815,-616.25,0.9926375150680542
816,-589.75,0.41819486021995544
817,-576.0,1.6461730003356934
818,-627.25,0.40126174688339233
819,-681.0,0.3501494526863098
820,-573.0,0.5566396713256836
821,-676.25,0.9836927652359009
822,-642.25,0.5052431225776672
823,-609.0,0.7627847194671631
824,-595.75,0.8348891139030457
825,-663.5,0.5464449524879456
826,-677.25,0.5765308141708374
827,-579.0,0.6475441455841064
828,-678.75,0.4263414144515991
829,-592.25,0.5876035094261169
830,-608.0,0.4671986401081085
831,-654.75,1.2580662965774536
832,-591.75,0.5361906886100769
833,-589.0,1.4981715679168701
834,-593.5,0.6362961530685425
835,-632.75,0.7675750255584717
836,-651.0,0.990850567817688
837,-634.25,0.38809895515441895
838,-617.0,0.7034975290298462
839,-610.75,0.8763312697410583
840,-592.5,0.464224636554718
841,-582.5,0.397009015083313
842,-611.5,0.3464418649673462
843,-603.25,0.6509148478507996
844,-607.75,1.0768686532974243
845,-600.25,0.4733276963233948
846,-690.5,0.7864978909492493
847,-675.5,0.5669159889221191
848,-667.75,0.40532186627388
849,-729.0,1.0063252449035645
850,-583.75,0.9025297164916992
851,-575.25,0.539874792098999
852,-628.0,0.3588583171367645
853,-687.25,0.7918498516082764
854,-634.0,0.5107954144477844
855,-570.75,0.7916252613067627
856,-596.0,0.5213962197303772
857,-651.25,0.6532350182533264
858,-676.25,0.3538212478160858
859,-592.75,0.6780816316604614
860,-693.25,0.5731804370880127
861,-619.5,0.5497006177902222
862,-636.75,0.7017844319343567
863,-617.5,0.7129706144332886
864,-589.5,0.6006330251693726
865,-611.0,0.8446189761161804
866,-591.75,0.9243513345718384
867,-600.5,0.7044588923454285
868,-708.5,0.49224361777305603
869,-606.5,0.38616085052490234
870,-611.25,0.4332965016365051
871,-605.25,0.7949649095535278
872,-647.25,0.6845412254333496
873,-558.0,0.5604085922241211
874,-661.5,0.5049036145210266
875,-622.25,0.291052907705307
876,-604.0,0.4894369840621948
877,-553.75,0.8337070941925049
878,-683.75,0.5638740062713623
879,-648.5,0.5856788158416748
880,-578.5,0.7722764015197754
881,-617.25,1.0547113418579102
882,-627.75,1.0989502668380737
883,-664.5,0.5520514249801636
